city,precinct,zip,race,party,sex,age,turf,voted01,voted00,voted99,family,famsize,represen,reached,other,goaway,nothome,bad,cant,nothing,contact,treatmen,primary
"ST PAUL","ST PAUL  W-4 P-10",,"","","",60,1122,"Voted","Voted","Voted",5600,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"Bridgeport","Luis Munoz Marin S",,"","D","F",53,2,"Abstained","Abstained",,3576,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"COLUMBUS","2B",,"","I","",89,109,"Abstained","Abstained","Abstained",12738,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"Bridgeport","Beardsley School",,"","D","F",36,11,"Abstained","Abstained",,8312,1,"Listed","No",0,"No","No","Yes",,,"No","Treatment","Abstained"
"COLUMBUS","7C",,"","","",89,704,"Abstained","Voted","Abstained",21352,3,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Abstained"
"Raleigh","07-04",,"W","D","F",35,19,"Abstained","Voted","Abstained",57045,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",5933,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","3B",,"","I","",89,17,"Abstained","Abstained","Abstained",14986,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",37,1116,"Voted","Voted","Voted",9649,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Abstained"
"COLUMBUS","3F",,"","","",89,17,"Abstained","Voted","Abstained",14671,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",42,1112,"Abstained","Voted","Voted",24063,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",67,137,"Voted","Voted","Voted",1925,1,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Voted"
"COLUMBUS","7A",,"","I","",89,707,"Abstained","Abstained","Abstained",19833,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",44,712,"Abstained","Voted","Abstained",11678,2,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",62,136,"Voted","Abstained","Voted",7116,3,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Voted"
"COLUMBUS","3B",,"","I","",89,17,"Abstained","Abstained","Abstained",20697,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",5944,1,"Listed","No",0,"No","No","No","No","No","No","Treatment","Abstained"
"COLUMBUS","3F",,"","","",89,17,"Abstained","Voted","Abstained",21908,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",23,152,"Abstained","Abstained","Abstained",3870,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",73,703,"Voted","Voted","Abstained",12476,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",34,136,"Abstained","Abstained","Abstained",1728,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",32,151,"Voted","Voted","Abstained",3339,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",65,745,"Voted","Voted","Abstained",10949,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",37,103,"Abstained","Abstained","Abstained",3548,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",23,1117,"Abstained","Voted","Voted",28109,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-01",,"W","D","M",71,15,"Voted","Voted","Voted",53243,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","M",77,729,"Abstained","Abstained","Abstained",13522,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",18683,1,"Listed","No",0,,,,,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",45,136,"Voted","Voted","Abstained",7123,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",29,1190,"Abstained","Abstained","Abstained",33613,3,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"Raleigh","07-07",,"B","D","M",56,22,"Voted","Voted","Voted",60354,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",46,113,"Voted","Voted","Abstained",4835,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Voted"
"DETROIT","",,"","","F",52,707,"Abstained","Voted","Abstained",12192,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",54,134,"Voted","Voted","Abstained",8247,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"Raleigh","01-44",,"W","D","F",36,13,"Voted","Voted","Voted",43631,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",62,1370,"Voted","Voted","Abstained",18992,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","07-04",,"B","D","F",40,19,"Abstained","Voted","Abstained",56868,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-37",,"W","D","F",71,9,"Abstained","Abstained","Abstained",34808,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"DETROIT","",,"","","F",45,1210,"Voted","Voted","Abstained",26479,2,"Listed","No",0,"Yes","No",,"No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",33,710,"Abstained","Voted","Abstained",11838,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",33,103,"Abstained","Abstained","Abstained",3525,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Colombus School",,"","I","F",43,26,"Abstained","Abstained",,15929,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"Raleigh","01-43",,"B","D","F",29,10,"Abstained","Voted","Abstained",42472,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"COLUMBUS","6B",,"","","",89,403,"Abstained","Voted","Abstained",411,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",52,763,"Voted","Voted","Abstained",14531,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",6706,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","4E",,"","","",89,412,"Abstained","Voted","Abstained",3898,3,"Listed","No",0,,,,"Yes",,"No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",32,152,"Voted","Voted","Abstained",3112,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-10",,"","","",36,112,"Abstained","Abstained","Abstained",23585,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",33,186,"Voted","Voted","Voted",25128,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",26,743,"Abstained","Abstained","Abstained",11335,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",28,1110,"Abstained","Voted","Abstained",8640,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6A",,"","","",89,412,"Abstained","Voted","Abstained",5706,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Colombus School",,"","D","M",38,20,"Abstained","Voted",,13914,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"DETROIT","",,"","","F",38,1220,"Voted","Voted","Abstained",22954,4,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"COLUMBUS","6B",,"","R","",89,403,"Abstained","Abstained","Abstained",16792,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Colombus School",,"","R","F",74,46,"Voted","Voted",,30217,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"DETROIT","",,"","","F",35,1171,"Voted","Voted","Abstained",27628,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",31,111,"Abstained","Abstained","Abstained",2604,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",53,705,"Voted","Voted","Abstained",12146,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","M",44,1226,"Voted","Abstained","Abstained",23732,3,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Abstained"
"COLUMBUS","3F",,"","I","",89,16,"Abstained","Voted","Abstained",14468,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",31,186,"Abstained","Voted","Abstained",25126,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",31,1226,"Voted","Voted","Abstained",23741,3,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Abstained"
"COLUMBUS","3A",,"","I","",89,18,"Abstained","Abstained","Abstained",23504,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",53,29,"Voted","Voted","Abstained",8410,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Voted"
"DETROIT","",,"","","F",29,1206,"Voted","Voted","Abstained",26328,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"COLUMBUS","7A",,"","","",89,705,"Abstained","Voted","Abstained",3144,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"COLUMBUS","7A",,"","I","",89,707,"Abstained","Voted","Abstained",24812,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-13",,"W","D","M",38,6,"Abstained","Voted","Abstained",9902,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"ST PAUL","ST PAUL  W-4 P-11",,"","","",30,1134,"Abstained","Abstained","Abstained",4434,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",49,1111,"Voted","Voted","Voted",9830,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6B",,"","I","",89,403,"Abstained","Abstained","Abstained",10579,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",36,715,"Abstained","Abstained","Abstained",11896,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",24,151,"Abstained","Abstained","Abstained",3410,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",30,1116,"Voted","Voted","Voted",10072,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Raleigh","07-07",,"B","D","F",43,21,"Voted","Voted","Abstained",60798,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",25,29,"Abstained","Voted","Abstained",511,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",51,102,"Voted","Voted","Voted",4322,2,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Voted"
"DETROIT","",,"","","F",79,1227,"Abstained","Voted","Abstained",23707,4,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Voted"
"Raleigh","01-12",,"W","R","M",64,5,"Abstained","Abstained","Abstained",9435,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"Bridgeport","Luis Munoz Marin S",,"","R","F",27,2,"Abstained","Abstained",,3440,2,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Bridgeport","Luis Munoz Marin S",,"","D","F",76,41,"Abstained","Abstained",,24755,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"DETROIT","",,"","","F",33,1220,"Abstained","Abstained","Abstained",23412,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","M",35,706,"Voted","Voted","Abstained",12139,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",24,1134,"Abstained","Voted","Abstained",4858,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",23,136,"Abstained","Abstained","Abstained",7003,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"DETROIT","",,"","","F",32,1201,"Abstained","Abstained","Abstained",25007,2,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Abstained"
"DETROIT","",,"","","F",19,731,"Abstained","Abstained","Abstained",13065,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",30,151,"Voted","Voted","Abstained",4300,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Voted"
"DETROIT","",,"","","F",61,711,"Voted","Voted","Abstained",11694,3,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Voted"
"ST PAUL","ST PAUL  W-1 P-22",,"","","",38,191,"Abstained","Abstained","Abstained",27545,3,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",31,105,"Voted","Voted","Abstained",2689,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Voted"
"Raleigh","07-01",,"W","I","M",48,15,"Abstained","Voted","Abstained",53681,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-13",,"W","I","M",25,6,"Voted","Voted","Abstained",9664,3,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-4 P-11",,"","","",49,1133,"Abstained","Voted","Abstained",26359,2,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"Bridgeport","Colombus School",,"","I","M",48,16,"Abstained","Voted",,12097,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"COLUMBUS","3A",,"","","",89,18,"Abstained","Abstained","Abstained",13337,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-07",,"W","R","M",64,22,"Abstained","Voted","Abstained",61303,3,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","3A",,"","I","",89,18,"Abstained","Voted","Abstained",14090,1,"Listed","No",0,,"Yes",,,,"No","Treatment","Abstained"
"Raleigh","07-07",,"W","D","F",73,22,"Abstained","Voted","Abstained",60161,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-09",,"W","LIB","M",33,24,"Voted","Abstained","Abstained",62507,3,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"Raleigh","07-07",,"W","R","F",67,22,"Abstained","Abstained","Abstained",61004,3,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",38,113,"Voted","Voted","Abstained",4836,1,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Voted"
"Bridgeport","Colombus School",,"","D","F",26,20,"Abstained","Voted",,13978,3,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Raleigh","01-13",,"W","D","M",36,6,"Abstained","Voted","Abstained",10404,3,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-1 P-22",,"","","",33,190,"Abstained","Voted","Abstained",543,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",19,1220,"Voted","Voted","Abstained",25081,3,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"Raleigh","07-04",,"W","R","M",22,20,"Abstained","Abstained","Abstained",57036,3,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"DETROIT","",,"","","F",42,713,"Voted","Voted","Abstained",11804,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",66,1110,"Abstained","Voted","Voted",8349,3,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",20,1110,"Abstained","Abstained","Abstained",7709,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",25,151,"Abstained","Voted","Voted",3237,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","3F",,"","D","",89,16,"Voted","Voted","Voted",12692,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",72,1215,"Abstained","Abstained","Abstained",25959,3,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",25,152,"Abstained","Voted","Abstained",3246,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"DETROIT","",,"","","F",43,725,"Abstained","Abstained","Abstained",13257,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"Raleigh","01-44",,"O","D","F",29,11,"Abstained","Abstained","Abstained",43443,3,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"DETROIT","",,"","","F",43,710,"Abstained","Voted","Abstained",11683,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"ST PAUL","ST PAUL  W-1 P- 3",,"","","",23,110,"Abstained","Voted","Abstained",21598,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",69,771,"Voted","Voted","Voted",13183,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",45,105,"Abstained","Abstained","Abstained",2167,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",44,726,"Voted","Abstained","Abstained",13422,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"COLUMBUS","3A",,"","I","",89,15,"Abstained","Abstained","Abstained",13989,1,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Abstained"
"DETROIT","",,"","","F",32,1201,"Voted","Abstained","Abstained",24955,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"COLUMBUS","5B",,"","I","",89,109,"Abstained","Voted","Abstained",13664,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Luis Munoz Marin S",,"","D","M",86,41,"Abstained","Voted",,24779,1,"Listed","Yes",0,"No","No","No",,,"Yes","Treatment","Abstained"
"DETROIT","",,"","","F",20,745,"Abstained","Abstained","Abstained",11109,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","M",76,762,"Voted","Voted","Voted",14492,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",72,185,"Abstained","Voted","Abstained",24272,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"COLUMBUS","5A",,"","","",89,109,"Abstained","Abstained","Abstained",12815,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",53,1132,"Voted","Voted","Voted",4915,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"COLUMBUS","3F",,"","I","",89,16,"Abstained","Abstained","Abstained",1581,4,"Listed","No",0,,,,,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",45,136,"Abstained","Abstained","Abstained",7048,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",23,124,"Abstained","Abstained","Abstained",88,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
